/nfs/s2/userhome/tianjinhua/workingdir/vgg_train/newSample/tl2/test2
stimID,condition
n0000070426_01.jpg,n000007
n0000070166_01.jpg,n000007
n0000070173_01.jpg,n000007
n0000070090_01.jpg,n000007
n0000070073_01.jpg,n000007
n0000070177_04.jpg,n000007
n0000070043_02.jpg,n000007
n0000070059_01.jpg,n000007
n0000070139_01.jpg,n000007
n0000070175_01.jpg,n000007
n0000070118_04.jpg,n000007
n0000070325_02.jpg,n000007
n0000070027_01.jpg,n000007
n0000070247_01.jpg,n000007
n0000070113_01.jpg,n000007
n0000070131_05.jpg,n000007
n0000070116_03.jpg,n000007
n0000070147_01.jpg,n000007
n0000070179_01.jpg,n000007
n0000070208_01.jpg,n000007
n0000070067_01.jpg,n000007
n0000070019_01.jpg,n000007
n0000070138_02.jpg,n000007
n0000070060_01.jpg,n000007
n0000070424_01.jpg,n000007
n0000070432_01.jpg,n000007
n0000070381_01.jpg,n000007
n0000070018_01.jpg,n000007
n0000070086_01.jpg,n000007
n0000070055_01.jpg,n000007
n0000070056_01.jpg,n000007
n0000070020_01.jpg,n000007
n0000070042_01.jpg,n000007
n0000070072_01.jpg,n000007
n0000070102_01.jpg,n000007
n0000070112_01.jpg,n000007
n0000070226_02.jpg,n000007
n0000070194_01.jpg,n000007
n0000070009_01.jpg,n000007
n0000070088_01.jpg,n000007
n0000070145_04.jpg,n000007
n0000070061_01.jpg,n000007
n0000070040_02.jpg,n000007
n0000070391_01.jpg,n000007
n0000070148_02.jpg,n000007
n0000070014_01.jpg,n000007
n0000070105_03.jpg,n000007
n0000070032_01.jpg,n000007
n0000070419_01.jpg,n000007
n0000070117_03.jpg,n000007
n0000080190_01.jpg,n000008
n0000080185_01.jpg,n000008
n0000080212_02.jpg,n000008
n0000080006_01.jpg,n000008
n0000080039_01.jpg,n000008
n0000080199_01.jpg,n000008
n0000080348_01.jpg,n000008
n0000080007_01.jpg,n000008
n0000080015_01.jpg,n000008
n0000080173_01.jpg,n000008
n0000080090_01.jpg,n000008
n0000080045_02.jpg,n000008
n0000080171_01.jpg,n000008
n0000080346_02.jpg,n000008
n0000080278_01.jpg,n000008
n0000080231_01.jpg,n000008
n0000080303_01.jpg,n000008
n0000080073_01.jpg,n000008
n0000080207_01.jpg,n000008
n0000080059_01.jpg,n000008
n0000080271_01.jpg,n000008
n0000080139_01.jpg,n000008
n0000080175_01.jpg,n000008
n0000080253_01.jpg,n000008
n0000080338_01.jpg,n000008
n0000080325_02.jpg,n000008
n0000080027_01.jpg,n000008
n0000080204_01.jpg,n000008
n0000080113_01.jpg,n000008
n0000080236_01.jpg,n000008
n0000080147_01.jpg,n000008
n0000080179_01.jpg,n000008
n0000080208_01.jpg,n000008
n0000080067_01.jpg,n000008
n0000080019_01.jpg,n000008
n0000080060_01.jpg,n000008
n0000080353_01.jpg,n000008
n0000080140_01.jpg,n000008
n0000080018_01.jpg,n000008
n0000080086_01.jpg,n000008
n0000080341_01.jpg,n000008
n0000080055_01.jpg,n000008
n0000080056_01.jpg,n000008
n0000080218_02.jpg,n000008
n0000080020_01.jpg,n000008
n0000080085_01.jpg,n000008
n0000080162_01.jpg,n000008
n0000080276_01.jpg,n000008
n0000080072_01.jpg,n000008
n0000080102_01.jpg,n000008
n0000130145_01.jpg,n000013
n0000130080_01.jpg,n000013
n0000130195_02.jpg,n000013
n0000130259_01.jpg,n000013
n0000130030_01.jpg,n000013
n0000130326_01.jpg,n000013
n0000130022_01.jpg,n000013
n0000130035_01.jpg,n000013
n0000130210_01.jpg,n000013
n0000130181_02.jpg,n000013
n0000130114_02.jpg,n000013
n0000130087_01.jpg,n000013
n0000130222_01.jpg,n000013
n0000130163_01.jpg,n000013
n0000130313_01.jpg,n000013
n0000130168_01.jpg,n000013
n0000130031_01.jpg,n000013
n0000130165_01.jpg,n000013
n0000130157_01.jpg,n000013
n0000130244_01.jpg,n000013
n0000130021_01.jpg,n000013
n0000130218_01.jpg,n000013
n0000130103_01.jpg,n000013
n0000130246_03.jpg,n000013
n0000130185_01.jpg,n000013
n0000130235_03.jpg,n000013
n0000130248_01.jpg,n000013
n0000130321_01.jpg,n000013
n0000130066_02.jpg,n000013
n0000130273_01.jpg,n000013
n0000130238_01.jpg,n000013
n0000130006_01.jpg,n000013
n0000130039_01.jpg,n000013
n0000130245_01.jpg,n000013
n0000130007_01.jpg,n000013
n0000130015_01.jpg,n000013
n0000130005_01.jpg,n000013
n0000130166_01.jpg,n000013
n0000130173_01.jpg,n000013
n0000130090_01.jpg,n000013
n0000130171_01.jpg,n000013
n0000130231_01.jpg,n000013
n0000130303_01.jpg,n000013
n0000130100_02.jpg,n000013
n0000130073_01.jpg,n000013
n0000130234_01.jpg,n000013
n0000130314_01.jpg,n000013
n0000130207_01.jpg,n000013
n0000130274_02.jpg,n000013
n0000130089_04.jpg,n000013
n0000160195_01.jpg,n000016
n0000160408_01.jpg,n000016
n0000160407_01.jpg,n000016
n0000160315_01.jpg,n000016
n0000160484_01.jpg,n000016
n0000160393_01.jpg,n000016
n0000160279_01.jpg,n000016
n0000160458_01.jpg,n000016
n0000160293_01.jpg,n000016
n0000160065_01.jpg,n000016
n0000160260_01.jpg,n000016
n0000160004_01.jpg,n000016
n0000160443_01.jpg,n000016
n0000160287_01.jpg,n000016
n0000160217_01.jpg,n000016
n0000160003_01.jpg,n000016
n0000160392_02.jpg,n000016
n0000160335_01.jpg,n000016
n0000160375_01.jpg,n000016
n0000160193_01.jpg,n000016
n0000160298_01.jpg,n000016
n0000160202_01.jpg,n000016
n0000160277_01.jpg,n000016
n0000160254_01.jpg,n000016
n0000160356_02.jpg,n000016
n0000160475_01.jpg,n000016
n0000160398_02.jpg,n000016
n0000160196_01.jpg,n000016
n0000160310_01.jpg,n000016
n0000160026_01.jpg,n000016
n0000160206_01.jpg,n000016
n0000160425_04.jpg,n000016
n0000160052_01.jpg,n000016
n0000160394_01.jpg,n000016
n0000160082_01.jpg,n000016
n0000160243_01.jpg,n000016
n0000160058_01.jpg,n000016
