/nfs/s2/userhome/tianjinhua/workingdir/vgg_train/newSample/tl2/train2
stimID,condition
n0000070025_01.jpg,n000007
n0000070143_03.jpg,n000007
n0000070150_01.jpg,n000007
n0000070119_01.jpg,n000007
n0000070406_01.jpg,n000007
n0000070165_02.jpg,n000007
n0000070229_01.jpg,n000007
n0000070114_01.jpg,n000007
n0000070159_01.jpg,n000007
n0000070128_01.jpg,n000007
n0000070098_01.jpg,n000007
n0000070127_01.jpg,n000007
n0000070239_01.jpg,n000007
n0000070144_01.jpg,n000007
n0000070051_01.jpg,n000007
n0000070379_02.jpg,n000007
n0000070193_02.jpg,n000007
n0000070233_02.jpg,n000007
n0000070136_01.jpg,n000007
n0000070113_02.jpg,n000007
n0000070213_02.jpg,n000007
n0000070041_01.jpg,n000007
n0000070167_01.jpg,n000007
n0000070241_01.jpg,n000007
n0000070154_01.jpg,n000007
n0000070199_03.jpg,n000007
n0000070038_01.jpg,n000007
n0000070008_01.jpg,n000007
n0000070109_01.jpg,n000007
n0000070280_01.jpg,n000007
n0000070037_01.jpg,n000007
n0000070084_01.jpg,n000007
n0000070205_01.jpg,n000007
n0000070172_01.jpg,n000007
n0000070135_01.jpg,n000007
n0000070200_02.jpg,n000007
n0000070083_02.jpg,n000007
n0000070089_01.jpg,n000007
n0000070029_01.jpg,n000007
n0000070178_01.jpg,n000007
n0000070108_02.jpg,n000007
n0000070022_02.jpg,n000007
n0000070106_02.jpg,n000007
n0000070209_01.jpg,n000007
n0000070129_01.jpg,n000007
n0000070418_01.jpg,n000007
n0000070101_01.jpg,n000007
n0000070171_02.jpg,n000007
n0000070016_01.jpg,n000007
n0000070066_01.jpg,n000007
n0000070076_01.jpg,n000007
n0000070130_01.jpg,n000007
n0000070078_01.jpg,n000007
n0000070092_01.jpg,n000007
n0000070047_02.jpg,n000007
n0000070005_02.jpg,n000007
n0000070093_01.jpg,n000007
n0000070420_01.jpg,n000007
n0000070096_01.jpg,n000007
n0000070246_01.jpg,n000007
n0000070227_03.jpg,n000007
n0000070183_01.jpg,n000007
n0000070081_01.jpg,n000007
n0000070181_01.jpg,n000007
n0000070271_02.jpg,n000007
n0000070085_03.jpg,n000007
n0000070002_01.jpg,n000007
n0000070428_01.jpg,n000007
n0000070174_01.jpg,n000007
n0000070198_03.jpg,n000007
n0000070011_01.jpg,n000007
n0000070138_01.jpg,n000007
n0000070125_01.jpg,n000007
n0000070160_04.jpg,n000007
n0000070191_01.jpg,n000007
n0000070124_01.jpg,n000007
n0000070044_03.jpg,n000007
n0000070158_01.jpg,n000007
n0000070024_01.jpg,n000007
n0000070046_01.jpg,n000007
n0000070164_01.jpg,n000007
n0000070416_01.jpg,n000007
n0000070074_01.jpg,n000007
n0000070017_01.jpg,n000007
n0000070070_01.jpg,n000007
n0000070077_01.jpg,n000007
n0000070156_01.jpg,n000007
n0000070410_01.jpg,n000007
n0000070122_01.jpg,n000007
n0000070246_02.jpg,n000007
n0000070311_02.jpg,n000007
n0000070034_01.jpg,n000007
n0000070064_02.jpg,n000007
n0000070195_01.jpg,n000007
n0000070160_05.jpg,n000007
n0000070162_02.jpg,n000007
n0000070065_01.jpg,n000007
n0000070058_02.jpg,n000007
n0000070421_01.jpg,n000007
n0000070004_01.jpg,n000007
