/nfs/s2/userhome/tianjinhua/workingdir/vgg_train/newSample/tl3/test3
stimID,condition
n0000110310_01.jpg,n000011
n0000110026_01.jpg,n000011
n0000110206_01.jpg,n000011
n0000110225_02.jpg,n000011
n0000110234_04.jpg,n000011
n0000110052_01.jpg,n000011
n0000110424_02.jpg,n000011
n0000110132_01.jpg,n000011
n0000110058_01.jpg,n000011
n0000110108_01.jpg,n000011
n0000110097_01.jpg,n000011
n0000110312_02.jpg,n000011
n0000110012_01.jpg,n000011
n0000110091_01.jpg,n000011
n0000110331_01.jpg,n000011
n0000110260_03.jpg,n000011
n0000110192_01.jpg,n000011
n0000110111_02.jpg,n000011
n0000110161_01.jpg,n000011
n0000110169_01.jpg,n000011
n0000110057_01.jpg,n000011
n0000110040_01.jpg,n000011
n0000110110_02.jpg,n000011
n0000110160_01.jpg,n000011
n0000110203_01.jpg,n000011
n0000110213_01.jpg,n000011
n0000110177_01.jpg,n000011
n0000110327_02.jpg,n000011
n0000110270_01.jpg,n000011
n0000110145_01.jpg,n000011
n0000110080_01.jpg,n000011
n0000110066_04.jpg,n000011
n0000110182_02.jpg,n000011
n0000110030_01.jpg,n000011
n0000110207_02.jpg,n000011
n0000110326_01.jpg,n000011
n0000110324_01.jpg,n000011
n0000110240_01.jpg,n000011
n0000110400_01.jpg,n000011
n0000110262_01.jpg,n000011
n0000110022_01.jpg,n000011
n0000110035_01.jpg,n000011
n0000110210_01.jpg,n000011
n0000110386_04.jpg,n000011
n0000110123_01.jpg,n000011
n0000110114_02.jpg,n000011
n0000110087_01.jpg,n000011
n0000110351_01.jpg,n000011
n0000110297_01.jpg,n000011
n0000110313_01.jpg,n000011
n0000120006_02.jpg,n000012
n0000120254_01.jpg,n000012
n0000120388_02.jpg,n000012
n0000120021_02.jpg,n000012
n0000120196_01.jpg,n000012
n0000120057_03.jpg,n000012
n0000120310_01.jpg,n000012
n0000120026_01.jpg,n000012
n0000120206_01.jpg,n000012
n0000120052_01.jpg,n000012
n0000120394_01.jpg,n000012
n0000120132_01.jpg,n000012
n0000120082_01.jpg,n000012
n0000120243_01.jpg,n000012
n0000120058_01.jpg,n000012
n0000120108_01.jpg,n000012
n0000120097_01.jpg,n000012
n0000120012_02.jpg,n000012
n0000120427_01.jpg,n000012
n0000120012_01.jpg,n000012
n0000120071_01.jpg,n000012
n0000120192_01.jpg,n000012
n0000120161_01.jpg,n000012
n0000120294_01.jpg,n000012
n0000120169_01.jpg,n000012
n0000120349_02.jpg,n000012
n0000120290_01.jpg,n000012
n0000120040_01.jpg,n000012
n0000120134_03.jpg,n000012
n0000120361_01.jpg,n000012
n0000120110_02.jpg,n000012
n0000120007_06.jpg,n000012
n0000120203_01.jpg,n000012
n0000120172_02.jpg,n000012
n0000120315_02.jpg,n000012
n0000120213_01.jpg,n000012
n0000120177_01.jpg,n000012
n0000120145_01.jpg,n000012
n0000120080_01.jpg,n000012
n0000120259_01.jpg,n000012
n0000120030_01.jpg,n000012
n0000120240_01.jpg,n000012
n0000120400_01.jpg,n000012
n0000120371_02.jpg,n000012
n0000120262_01.jpg,n000012
n0000120035_01.jpg,n000012
n0000120210_01.jpg,n000012
n0000120362_01.jpg,n000012
n0000120123_01.jpg,n000012
n0000120031_03.jpg,n000012
n0000140222_01.jpg,n000014
n0000140098_04.jpg,n000014
n0000140163_01.jpg,n000014
n0000140168_01.jpg,n000014
n0000140031_01.jpg,n000014
n0000140165_01.jpg,n000014
n0000140157_01.jpg,n000014
n0000140244_01.jpg,n000014
n0000140021_01.jpg,n000014
n0000140103_01.jpg,n000014
n0000140190_01.jpg,n000014
n0000140185_01.jpg,n000014
n0000140273_02.jpg,n000014
n0000140238_01.jpg,n000014
n0000140006_01.jpg,n000014
n0000140130_36.jpg,n000014
n0000140067_06.jpg,n000014
n0000140039_01.jpg,n000014
n0000140199_01.jpg,n000014
n0000140245_01.jpg,n000014
n0000140130_07.jpg,n000014
n0000140015_01.jpg,n000014
n0000140005_01.jpg,n000014
n0000140130_25.jpg,n000014
n0000140130_15.jpg,n000014
n0000140166_01.jpg,n000014
n0000140173_01.jpg,n000014
n0000140090_01.jpg,n000014
n0000140278_01.jpg,n000014
n0000140231_01.jpg,n000014
n0000140073_01.jpg,n000014
n0000140268_01.jpg,n000014
n0000140207_01.jpg,n000014
n0000140043_02.jpg,n000014
n0000140059_01.jpg,n000014
n0000140271_01.jpg,n000014
n0000140237_01.jpg,n000014
n0000140175_01.jpg,n000014
n0000140244_02.jpg,n000014
n0000140253_01.jpg,n000014
n0000140027_01.jpg,n000014
n0000140247_01.jpg,n000014
n0000140113_01.jpg,n000014
n0000140236_01.jpg,n000014
n0000140147_01.jpg,n000014
n0000140179_01.jpg,n000014
n0000140208_01.jpg,n000014
n0000140060_01.jpg,n000014
n0000140289_02.jpg,n000014
n0000140140_01.jpg,n000014
n0000170259_01.jpg,n000017
n0000170030_01.jpg,n000017
n0000170326_01.jpg,n000017
n0000170324_01.jpg,n000017
n0000170123_02.jpg,n000017
n0000170080_02.jpg,n000017
n0000170262_01.jpg,n000017
n0000170022_01.jpg,n000017
n0000170035_01.jpg,n000017
n0000170181_02.jpg,n000017
n0000170087_01.jpg,n000017
n0000170297_01.jpg,n000017
n0000170222_01.jpg,n000017
n0000170163_01.jpg,n000017
n0000170127_02.jpg,n000017
n0000170074_02.jpg,n000017
n0000170168_01.jpg,n000017
n0000170031_01.jpg,n000017
n0000170157_01.jpg,n000017
n0000170244_01.jpg,n000017
n0000170021_01.jpg,n000017
n0000170175_02.jpg,n000017
n0000170355_01.jpg,n000017
n0000170218_01.jpg,n000017
n0000170247_02.jpg,n000017
n0000170190_01.jpg,n000017
n0000170342_03.jpg,n000017
n0000170248_01.jpg,n000017
n0000170321_01.jpg,n000017
n0000170238_01.jpg,n000017
n0000170339_01.jpg,n000017
n0000170006_01.jpg,n000017
n0000170039_01.jpg,n000017
n0000170253_06.jpg,n000017
n0000170265_01.jpg,n000017
n0000170348_01.jpg,n000017
n0000170352_02.jpg,n000017
n0000170250_01.jpg,n000017
n0000170007_01.jpg,n000017
n0000170015_01.jpg,n000017
n0000170005_01.jpg,n000017
n0000170166_01.jpg,n000017
n0000170173_01.jpg,n000017
n0000170174_02.jpg,n000017
n0000170090_01.jpg,n000017
n0000170171_01.jpg,n000017
n0000170336_01.jpg,n000017
n0000170073_01.jpg,n000017
n0000170234_01.jpg,n000017
n0000170268_01.jpg,n000017
n0000190132_01.jpg,n000019
n0000190082_01.jpg,n000019
n0000190243_01.jpg,n000019
n0000190058_01.jpg,n000019
n0000190419_02.jpg,n000019
n0000190097_01.jpg,n000019
n0000190012_02.jpg,n000019
n0000190319_01.jpg,n000019
n0000190427_01.jpg,n000019
n0000190071_01.jpg,n000019
n0000190091_01.jpg,n000019
n0000190331_01.jpg,n000019
n0000190192_01.jpg,n000019
n0000190161_01.jpg,n000019
n0000190294_01.jpg,n000019
n0000190169_01.jpg,n000019
n0000190290_01.jpg,n000019
n0000190401_01.jpg,n000019
n0000190160_01.jpg,n000019
n0000190221_02.jpg,n000019
n0000190203_01.jpg,n000019
n0000190177_01.jpg,n000019
n0000190270_01.jpg,n000019
n0000190145_01.jpg,n000019
n0000190080_01.jpg,n000019
n0000190259_01.jpg,n000019
n0000190030_01.jpg,n000019
n0000190127_03.jpg,n000019
n0000190324_01.jpg,n000019
n0000190240_01.jpg,n000019
n0000190400_01.jpg,n000019
n0000190262_01.jpg,n000019
n0000190248_02.jpg,n000019
n0000190022_01.jpg,n000019
n0000190035_01.jpg,n000019
n0000190123_01.jpg,n000019
n0000190372_02.jpg,n000019
n0000190222_01.jpg,n000019
n0000190163_01.jpg,n000019
n0000190313_01.jpg,n000019
n0000190377_01.jpg,n000019
n0000190074_02.jpg,n000019
n0000190168_01.jpg,n000019
n0000190031_01.jpg,n000019
n0000190157_01.jpg,n000019
n0000190244_01.jpg,n000019
n0000190021_01.jpg,n000019
n0000190175_02.jpg,n000019
n0000190218_01.jpg,n000019
n0000190103_01.jpg,n000019
n0000200034_01.jpg,n000020
n0000200334_01.jpg,n000020
n0000200401_02.jpg,n000020
n0000200195_01.jpg,n000020
n0000200408_01.jpg,n000020
n0000200279_01.jpg,n000020
n0000200293_01.jpg,n000020
n0000200065_01.jpg,n000020
n0000200421_01.jpg,n000020
n0000200378_01.jpg,n000020
n0000200004_01.jpg,n000020
n0000200443_01.jpg,n000020
