/nfs/s2/userhome/tianjinhua/workingdir/vgg_train/newSample/tl3/validate3
stimID,condition
n0000110224_02.jpg,n000011
n0000110011_01.jpg,n000011
n0000110282_01.jpg,n000011
n0000110138_01.jpg,n000011
n0000110258_01.jpg,n000011
n0000110299_01.jpg,n000011
n0000110125_01.jpg,n000011
n0000110316_01.jpg,n000011
n0000110191_01.jpg,n000011
n0000110305_04.jpg,n000011
n0000110394_02.jpg,n000011
n0000110124_01.jpg,n000011
n0000110158_01.jpg,n000011
n0000110219_01.jpg,n000011
n0000110046_01.jpg,n000011
n0000110047_01.jpg,n000011
n0000110164_01.jpg,n000011
n0000110102_02.jpg,n000011
n0000110416_01.jpg,n000011
n0000110367_01.jpg,n000011
n0000110074_01.jpg,n000011
n0000110216_01.jpg,n000011
n0000110017_01.jpg,n000011
n0000110009_02.jpg,n000011
n0000110077_01.jpg,n000011
n0000110156_01.jpg,n000011
n0000110363_01.jpg,n000011
n0000110122_01.jpg,n000011
n0000110246_02.jpg,n000011
n0000110401_02.jpg,n000011
n0000110116_02.jpg,n000011
n0000110366_01.jpg,n000011
n0000110245_03.jpg,n000011
n0000110195_01.jpg,n000011
n0000110408_01.jpg,n000011
n0000110393_01.jpg,n000011
n0000110162_02.jpg,n000011
n0000110293_01.jpg,n000011
n0000110065_01.jpg,n000011
n0000110260_01.jpg,n000011
n0000110426_03.jpg,n000011
n0000110004_01.jpg,n000011
n0000110209_04.jpg,n000011
n0000110217_01.jpg,n000011
n0000110003_01.jpg,n000011
n0000110375_01.jpg,n000011
n0000110193_01.jpg,n000011
n0000110298_01.jpg,n000011
n0000110202_01.jpg,n000011
n0000110196_01.jpg,n000011
n0000120174_01.jpg,n000012
n0000120282_01.jpg,n000012
n0000120258_01.jpg,n000012
n0000120015_02.jpg,n000012
n0000120268_03.jpg,n000012
n0000120299_01.jpg,n000012
n0000120125_01.jpg,n000012
n0000120402_01.jpg,n000012
n0000120191_01.jpg,n000012
n0000120134_02.jpg,n000012
n0000120150_05.jpg,n000012
n0000120124_01.jpg,n000012
n0000120158_01.jpg,n000012
n0000120219_01.jpg,n000012
n0000120024_01.jpg,n000012
n0000120306_02.jpg,n000012
n0000120046_01.jpg,n000012
n0000120047_01.jpg,n000012
n0000120205_02.jpg,n000012
n0000120367_01.jpg,n000012
n0000120074_01.jpg,n000012
n0000120216_01.jpg,n000012
n0000120097_02.jpg,n000012
n0000120370_01.jpg,n000012
n0000120017_01.jpg,n000012
n0000120070_01.jpg,n000012
n0000120305_01.jpg,n000012
n0000120077_01.jpg,n000012
n0000120410_01.jpg,n000012
n0000120257_01.jpg,n000012
n0000120363_01.jpg,n000012
n0000120122_01.jpg,n000012
n0000120034_01.jpg,n000012
n0000120401_02.jpg,n000012
n0000120195_01.jpg,n000012
n0000120408_01.jpg,n000012
n0000120157_03.jpg,n000012
n0000120279_01.jpg,n000012
n0000120369_02.jpg,n000012
n0000120293_01.jpg,n000012
n0000120260_01.jpg,n000012
n0000120378_01.jpg,n000012
n0000120004_01.jpg,n000012
n0000120217_01.jpg,n000012
n0000120003_01.jpg,n000012
n0000120375_01.jpg,n000012
n0000120193_01.jpg,n000012
n0000120335_02.jpg,n000012
n0000120007_05.jpg,n000012
n0000120277_01.jpg,n000012
n0000140034_01.jpg,n000014
n0000140064_02.jpg,n000014
n0000140195_01.jpg,n000014
n0000140279_01.jpg,n000014
n0000140065_01.jpg,n000014
n0000140004_01.jpg,n000014
n0000140287_01.jpg,n000014
n0000140217_01.jpg,n000014
n0000140003_01.jpg,n000014
n0000140130_18.jpg,n000014
n0000140193_01.jpg,n000014
n0000140202_01.jpg,n000014
n0000140196_01.jpg,n000014
n0000140026_01.jpg,n000014
n0000140206_01.jpg,n000014
n0000140052_01.jpg,n000014
n0000140132_01.jpg,n000014
n0000140082_01.jpg,n000014
n0000140243_01.jpg,n000014
n0000140058_01.jpg,n000014
n0000140108_01.jpg,n000014
n0000140097_01.jpg,n000014
n0000140244_03.jpg,n000014
n0000140012_01.jpg,n000014
n0000140071_01.jpg,n000014
n0000140091_01.jpg,n000014
n0000140130_33.jpg,n000014
n0000140192_01.jpg,n000014
n0000140161_01.jpg,n000014
n0000140169_01.jpg,n000014
n0000140057_01.jpg,n000014
n0000140040_01.jpg,n000014
n0000140160_01.jpg,n000014
n0000140203_01.jpg,n000014
n0000140130_34.jpg,n000014
n0000140130_08.jpg,n000014
n0000140213_01.jpg,n000014
n0000140177_01.jpg,n000014
n0000140270_01.jpg,n000014
n0000140145_01.jpg,n000014
n0000140080_01.jpg,n000014
n0000140259_01.jpg,n000014
n0000140030_01.jpg,n000014
n0000140262_01.jpg,n000014
n0000140022_01.jpg,n000014
n0000140035_01.jpg,n000014
n0000140098_02.jpg,n000014
n0000140123_01.jpg,n000014
n0000140181_02.jpg,n000014
n0000140087_01.jpg,n000014
n0000170077_01.jpg,n000017
n0000170257_01.jpg,n000017
n0000170122_01.jpg,n000017
n0000170034_01.jpg,n000017
n0000170334_01.jpg,n000017
n0000170195_01.jpg,n000017
n0000170315_01.jpg,n000017
n0000170065_01.jpg,n000017
n0000170260_01.jpg,n000017
n0000170004_01.jpg,n000017
n0000170217_01.jpg,n000017
n0000170003_01.jpg,n000017
n0000170335_01.jpg,n000017
n0000170193_01.jpg,n000017
n0000170298_01.jpg,n000017
n0000170202_01.jpg,n000017
n0000170254_01.jpg,n000017
n0000170196_01.jpg,n000017
n0000170310_01.jpg,n000017
n0000170026_01.jpg,n000017
n0000170069_03.jpg,n000017
n0000170206_01.jpg,n000017
n0000170052_01.jpg,n000017
n0000170132_01.jpg,n000017
n0000170082_01.jpg,n000017
n0000170058_01.jpg,n000017
n0000170108_01.jpg,n000017
n0000170097_01.jpg,n000017
n0000170319_01.jpg,n000017
n0000170012_01.jpg,n000017
n0000170071_01.jpg,n000017
n0000170091_01.jpg,n000017
n0000170331_01.jpg,n000017
n0000170192_01.jpg,n000017
n0000170150_03.jpg,n000017
n0000170161_01.jpg,n000017
n0000170294_01.jpg,n000017
n0000170169_01.jpg,n000017
n0000170057_01.jpg,n000017
n0000170290_01.jpg,n000017
n0000170160_01.jpg,n000017
