/nfs/h1/workingshop/tianjinhua/vgg_train/vgg_Asian/training_data3
stimID,condition
n0000010031_01.jpg,n000001
n0000010032_01.jpg,n000001
n0000010033_01.jpg,n000001
n0000010034_02.jpg,n000001
n0000010035_01.jpg,n000001
n0000010036_01.jpg,n000001
n0000010037_01.jpg,n000001
n0000010038_01.jpg,n000001
n0000010039_01.jpg,n000001
n0000010040_01.jpg,n000001
n0000010041_01.jpg,n000001
n0000010042_01.jpg,n000001
n0000010043_01.jpg,n000001
n0000010044_01.jpg,n000001
n0000010045_01.jpg,n000001
n0000010046_01.jpg,n000001
n0000010047_01.jpg,n000001
n0000010048_01.jpg,n000001
n0000010049_01.jpg,n000001
n0000010050_02.jpg,n000001
n0000010051_01.jpg,n000001
n0000010052_01.jpg,n000001
n0000010053_01.jpg,n000001
n0000010054_01.jpg,n000001
n0000010055_01.jpg,n000001
n0000010056_01.jpg,n000001
n0000010057_01.jpg,n000001
n0000010058_01.jpg,n000001
n0000010059_01.jpg,n000001
n0000010060_01.jpg,n000001
n0000010061_01.jpg,n000001
n0000010062_01.jpg,n000001
n0000010063_01.jpg,n000001
n0000010064_01.jpg,n000001
n0000010065_01.jpg,n000001
n0000010066_01.jpg,n000001
n0000010067_01.jpg,n000001
n0000010068_01.jpg,n000001
n0000010069_01.jpg,n000001
n0000010070_01.jpg,n000001
n0000010071_01.jpg,n000001
n0000010072_01.jpg,n000001
n0000010073_01.jpg,n000001
n0000010074_01.jpg,n000001
n0000010075_01.jpg,n000001
n0000010076_01.jpg,n000001
n0000010077_01.jpg,n000001
n0000010078_01.jpg,n000001
n0000010079_01.jpg,n000001
n0000010080_01.jpg,n000001
n0000010081_01.jpg,n000001
n0000010082_01.jpg,n000001
n0000010082_02.jpg,n000001
n0000010083_01.jpg,n000001
n0000010084_01.jpg,n000001
n0000010085_01.jpg,n000001
n0000010086_01.jpg,n000001
n0000010087_01.jpg,n000001
n0000010088_02.jpg,n000001
n0000010089_01.jpg,n000001
n0000010090_01.jpg,n000001
n0000010091_01.jpg,n000001
n0000010092_01.jpg,n000001
n0000010093_01.jpg,n000001
n0000010094_01.jpg,n000001
n0000010095_01.jpg,n000001
n0000010096_01.jpg,n000001
n0000010097_01.jpg,n000001
n0000010097_02.jpg,n000001
n0000010097_03.jpg,n000001
n0000010097_04.jpg,n000001
n0000010097_05.jpg,n000001
n0000010097_06.jpg,n000001
n0000010097_07.jpg,n000001
n0000010097_08.jpg,n000001
n0000010097_09.jpg,n000001
n0000010098_01.jpg,n000001
n0000010099_01.jpg,n000001
n0000010100_01.jpg,n000001
n0000010101_01.jpg,n000001
n0000010102_01.jpg,n000001
n0000010103_01.jpg,n000001
n0000010104_02.jpg,n000001
n0000010105_01.jpg,n000001
n0000010106_01.jpg,n000001
n0000010107_01.jpg,n000001
n0000010108_02.jpg,n000001
n0000010109_03.jpg,n000001
n0000010110_01.jpg,n000001
n0000010111_01.jpg,n000001
n0000010112_01.jpg,n000001
n0000010113_01.jpg,n000001
n0000010114_01.jpg,n000001
n0000010115_01.jpg,n000001
n0000010116_01.jpg,n000001
n0000010117_01.jpg,n000001
n0000010118_04.jpg,n000001
n0000010119_01.jpg,n000001
n0000010120_01.jpg,n000001
n0000010121_01.jpg,n000001
n0000010122_01.jpg,n000001
n0000010123_01.jpg,n000001
n0000010124_01.jpg,n000001
n0000010125_01.jpg,n000001
n0000010126_02.jpg,n000001
n0000010127_01.jpg,n000001
n0000010128_01.jpg,n000001
n0000010129_01.jpg,n000001
n0000010130_01.jpg,n000001
n0000010131_01.jpg,n000001
n0000010132_01.jpg,n000001
n0000010133_01.jpg,n000001
n0000010134_01.jpg,n000001
n0000010135_02.jpg,n000001
n0000010136_01.jpg,n000001
n0000010137_01.jpg,n000001
n0000010138_02.jpg,n000001
n0000010139_01.jpg,n000001
n0000010140_02.jpg,n000001
n0000010141_01.jpg,n000001
n0000010142_01.jpg,n000001
n0000010143_01.jpg,n000001
